Label	logFC	FDR
FAM90A1	-0.639581	3.49E-01
GNG4	0.8627722	3.49E-01
RSL1D1	0.2444664	3.49E-01
HCCS	-0.345488	3.49E-01
CBLL1	0.2625957	3.49E-01
AHCY	0.3414171	3.49E-01
ZNF764	-0.2531785	3.49E-01
TINAG	1.0349492	3.49E-01
STEAP1B	0.8353546	3.49E-01
MFN2	0.8817282	3.49E-01
CCDC155	-0.4996941	3.49E-01
LOC101929036///PAH	-0.7077921	3.49E-01
ANO10	-0.3086971	3.49E-01
GUCA1B	0.563481	3.49E-01
C16orf46	-0.9046081	3.49E-01
CC2D2A	0.5668122	3.49E-01
MTX3	-0.3244812	3.49E-01
SUPT3H	0.3907379	3.49E-01
COQ3	0.3566423	3.49E-01
PCDH8	1.39802	3.49E-01
CCDC3	0.5969323	3.49E-01
MTM1	-0.2628589	3.49E-01
ARSJ	0.6666908	3.50E-01
OPN3	-0.2974781	3.50E-01
ATXN2	-0.2946943	3.50E-01
COL9A1	-0.9039786	3.50E-01
IGHV4-31///IGHM///IGHG3///IGHG2///IGHG1///IGHD///IGHA1	-0.7474639	3.50E-01
SH3BGRL3	0.3213932	3.50E-01
NFE2L1	-0.2411975	3.50E-01
KDSR	0.3234324	3.50E-01
ACAP1	-0.4089318	3.50E-01
NPAS1	-0.8098289	3.50E-01
ZRANB2-AS1	-0.6044259	3.51E-01
DLGAP1	-0.950017	3.51E-01
LOC100130548	-0.4465506	3.51E-01
SLC25A43	0.3180396	3.51E-01
GYS2	-1.1727865	3.51E-01
ZC4H2	-0.2868413	3.51E-01
KREMEN2	-0.7547106	3.51E-01
ZGRF1	-0.479366	3.51E-01
PLSCR4	0.5806078	3.51E-01
DFFB	0.3812694	3.51E-01
DDA1	-0.2676738	3.51E-01
C2CD4A	1.2716065	3.51E-01
RPS6KB1	-0.1838705	3.51E-01
LOC100507654	-0.9293914	3.51E-01
HEIH	-0.5938995	3.51E-01
C10orf88	0.2643031	3.51E-01
TNS3	-0.2930189	3.51E-01
PAGE4	-0.9909372	3.51E-01
LINC00202-1	-0.8596794	3.51E-01
HOXA11-AS	1.1519393	3.51E-01
LINC00959	-0.5033795	3.51E-01
ACTL8	0.6809953	3.52E-01
GJB3	0.6695548	3.52E-01
LRRC4B	-1.1443822	3.52E-01
MALT1	0.3956067	3.52E-01
MARVELD3	0.4330371	3.52E-01
WDR76	0.3491713	3.52E-01
CADM2-AS1	-0.8974453	3.52E-01
EXOC3-AS1	-0.307224	3.52E-01
STAT5B	-0.3149391	3.52E-01
RAP1A	-0.6682125	3.52E-01
ZNF827	-0.3479938	3.52E-01
TNFSF10	-0.3953604	3.52E-01
PPIC	0.4369837	3.52E-01
ZNF568	-1.001661	3.52E-01
PCDHAC1	0.8234584	3.52E-01
TMX1	-0.1828501	3.52E-01
RBPJ	-0.380939	3.52E-01
CASD1	-0.925304	3.52E-01
GPR78	0.6447323	3.52E-01
AHR	0.3078454	3.52E-01
C1QTNF1-AS1	0.9275252	3.52E-01
ANXA3	-0.6251989	3.52E-01
ACOT7	0.5279837	3.52E-01
CD82	-0.4065842	3.52E-01
ERC1	-0.3572453	3.52E-01
APOPT1	0.2042491	3.52E-01
CHST9	-0.9761106	3.52E-01
CACNA1G	0.8120297	3.52E-01
UTP14A	0.299814	3.53E-01
SPATA8	-0.3883438	3.53E-01
LOC102724951///LOC389831	-0.4943958	3.53E-01
UNC80	0.817035	3.53E-01
TPSD1	-0.8763858	3.53E-01
DPP9	0.6339935	3.53E-01
LINC00454	-0.7614932	3.53E-01
SLC27A3	0.3385706	3.53E-01
NLRP2	-1.1412781	3.53E-01
DLEU1	0.3031342	3.53E-01
DIAPH3-AS1	0.534646	3.53E-01
SLC44A1	-0.3368101	3.53E-01
CA5B	-0.4949984	3.53E-01
HYPM	1.0007842	3.53E-01
GALP	-1.039961	3.53E-01
SOX5	-1.0641756	3.53E-01
CHMP1B	-0.2614904	3.53E-01
ADGRG5	-0.5719971	3.53E-01
LOC101928052	-1.1925187	3.53E-01
MIR6734///ELOVL1	-0.2726412	3.54E-01
PEX11G	-0.4999777	3.54E-01
BOLA2B///BOLA2	0.3477492	3.54E-01
CSDE1	0.2022597	3.54E-01
SAFB2	-0.6306629	3.54E-01
KCNK13	-1.1573781	3.54E-01
WRN	0.1979221	3.54E-01
WDR73	0.2222259	3.54E-01
MAEA	-0.2274545	3.54E-01
DOCK9-AS2	-0.7661081	3.54E-01
LOC100506797	0.7843005	3.54E-01
GPR182	-0.3971049	3.54E-01
IQCG	0.3077601	3.54E-01
DKFZP564C152	-0.381976	3.54E-01
HIST1H2BC///HIST1H2BI///HIST1H2BE///HIST1H2BF///HIST1H2BG	0.4604571	3.54E-01
ZNF282	-0.2454896	3.54E-01
TCEA1	-0.9361879	3.54E-01
LOC100507165	1.0422502	3.54E-01
ZFAT	-0.2736219	3.54E-01
RLN3	-0.5831452	3.55E-01
MIA-RAB4B///RAB4B	-0.532315	3.55E-01
LOC285147	-0.4242676	3.55E-01
CNKSR1	-0.3879907	3.55E-01
APPBP2	-0.4718118	3.55E-01
TULP4	0.3538745	3.55E-01
CAB39	-0.2178303	3.55E-01
TNKS2	-0.2591182	3.55E-01
LRRC70///IPO11	-0.4426792	3.55E-01
ZCCHC3	0.6167645	3.55E-01
ENPP5	-1.0495044	3.55E-01
GSTTP1	-0.345948	3.55E-01
HNRNPLL	0.3336301	3.55E-01
CXorf40B///CXorf40A	-0.3019818	3.55E-01
ESPN	0.6596234	3.55E-01
ONECUT2	1.320842	3.55E-01
TMEM127	-0.2968494	3.55E-01
OR10J1	-0.8108135	3.55E-01
PCLO	-0.6421883	3.55E-01
PELI1	0.2927434	3.55E-01
SPATS1	-0.7417957	3.55E-01
PYY	0.974123	3.55E-01
BCAM	-0.4773596	3.55E-01
LINC00910	0.8037192	3.55E-01
COX7A2	-0.2855735	3.55E-01
TMEM132D	-0.6882732	3.55E-01
SRCIN1	-1.0647198	3.55E-01
NDUFA4	-0.2497347	3.56E-01
MFSD4B	0.274832	3.56E-01
FAM210B	-0.3365231	3.56E-01
USP26	-1.100928	3.56E-01
S100A9	0.6860858	3.56E-01
HDAC8	0.3608637	3.56E-01
AFM	-1.1035014	3.56E-01
CEP68	-0.3246756	3.56E-01
RSL24D1	0.2496887	3.56E-01
CNTN4	-0.4346649	3.57E-01
TWIST1	0.8837366	3.57E-01
CHD4	0.1804529	3.57E-01
LOC101929709	0.3578932	3.57E-01
CHRNA10	0.5970111	3.57E-01
LOC100506860	-0.5468663	3.57E-01
ND6	0.327546	3.57E-01
C22orf42	1.0489079	3.57E-01
DHX35	-0.3634908	3.57E-01
MAP10	-0.5464502	3.57E-01
CHSY1	0.2678827	3.57E-01
KANSL1L	-0.4614264	3.57E-01
ATP6V1E1	-0.1942225	3.57E-01
KRTAP4-1	1.0670879	3.57E-01
DLC1	-0.3482949	3.57E-01
EMP2	0.4080575	3.57E-01
ARHGAP20	-0.7491154	3.57E-01
PLVAP	-0.2968804	3.57E-01
ZIC1	-1.131916	3.57E-01
MED26	-0.2004585	3.57E-01
KTN1	-0.3610162	3.57E-01
SLC13A1	-1.036436	3.57E-01
TUBB2B///TUBB2A	0.3479797	3.57E-01
ABCA6	-0.5601038	3.58E-01
IFNAR1	-0.2221873	3.58E-01
LINC00658	-0.6468466	3.58E-01
INPP4B	0.4899115	3.58E-01
PLXNB3	-0.8804386	3.58E-01
C16orf54	-0.6790764	3.58E-01
PCDHGB5	-0.3267219	3.58E-01
TVP23A	-0.5568404	3.58E-01
WBP1L	-0.2061781	3.58E-01
PACS1	0.3380174	3.58E-01
HNRNPF	0.2887724	3.58E-01
B4GALNT1	-0.4253956	3.58E-01
BIN1	0.5045709	3.58E-01
SEC24D	-0.3849823	3.58E-01
DEPTOR	-0.6109911	3.58E-01
LOC101927673///OTUB1	0.2085681	3.58E-01
PLA1A	0.5861914	3.58E-01
SLC4A10	-0.9485589	3.58E-01
SCAF4	0.2598217	3.58E-01
LOC101927313	-0.9221352	3.58E-01
CACNB2	0.7151901	3.58E-01
CALM1	0.3904589	3.58E-01
EPB41L4A-AS1	-0.3155592	3.58E-01
TMPO-AS1	1.1586701	3.58E-01
LOC101927098	0.8602157	3.58E-01
AHSP	-0.4876523	3.58E-01
HCCAT5	-0.5419243	3.58E-01
LOC105370746	-0.6734106	3.58E-01
PTP4A2	-0.28814	3.58E-01
ZCCHC14	-0.5756523	3.58E-01
BHMT2	0.9506593	3.58E-01
PSG5	-0.5782511	3.58E-01
CYB561D2	-0.2423067	3.58E-01
CEACAM4	-0.503155	3.59E-01
TMEM192	-0.2896976	3.59E-01
SLC12A9	0.2689095	3.59E-01
FAM60A	0.2712285	3.59E-01
TBXAS1	0.534939	3.59E-01
CMKLR1	0.6604745	3.59E-01
SREBF1	0.4382284	3.59E-01
BTF3P12	0.4798693	3.59E-01
TRIM29	1.1114749	3.59E-01
CCNA1	-1.0128124	3.59E-01
EPS15	-0.2340508	3.59E-01
LRRC20	0.3037281	3.59E-01
DYNC1LI1	0.299302	3.59E-01
CFAP54	-0.6788618	3.59E-01
LINC00158	0.6822431	3.59E-01
FAM134B	-0.7706286	3.59E-01
KCNJ10	-1.0082841	3.59E-01
LOC101928510	-1.0578489	3.59E-01
TMC7	1.0586561	3.59E-01
AMIGO3///GMPPB	-0.5962533	3.59E-01
ICAM3	-0.3849077	3.59E-01
LOC728445	-0.6972067	3.59E-01
ZCCHC9	0.2064264	3.59E-01
PMS2P9///PMS2P6///LOC441259///PMS2P5///PMS2P4///PMS2P1	-0.4362678	3.59E-01
DNASE2	0.2075948	3.59E-01
AGAP9	-0.2489611	3.59E-01
ZNF747	-0.3035292	3.59E-01
WDR75	0.2813497	3.60E-01
IRF2BP1	-0.6900432	3.60E-01
SNORA78	-0.8077482	3.60E-01
CYP2B6	0.9137036	3.60E-01
LCOR	-0.2996228	3.60E-01
SMG5	0.2771458	3.60E-01
RYR2	-0.6972123	3.60E-01
PDE6D	0.4934186	3.60E-01
AUTS2	-0.505177	3.60E-01
DNAJC16	-0.8139421	3.60E-01
LOC100129884	-0.445355	3.60E-01
TNFAIP8L2	0.5046867	3.60E-01
PLA2G3	0.9896027	3.60E-01
DNAL1	-0.2564081	3.60E-01
HLA-DRB4	0.8580295	3.60E-01
TRHR	-0.805323	3.60E-01
TUBG1	0.2801016	3.61E-01
MTHFD2L	-0.3351947	3.61E-01
GDI1	0.198429	3.61E-01
LOC100506470	-0.6328036	3.61E-01
WDR70	0.3179254	3.61E-01
KLHDC3	0.2626605	3.61E-01
SZT2	-0.3011227	3.61E-01
SEPHS2	0.3244158	3.61E-01
SORD	-0.4248965	3.61E-01
H3F3A	0.1949781	3.61E-01
C7orf55-LUC7L2///LUC7L2	0.2744136	3.61E-01
PLGLB1///PLGLB2	0.3243182	3.61E-01
C1orf122	0.2332593	3.61E-01
ANO5	-0.8693832	3.61E-01
MED23	-0.4869512	3.61E-01
EHF	0.3991839	3.61E-01
ZC3H10	-0.4735876	3.61E-01
RHD	-0.8641122	3.62E-01
RP2	-0.3583709	3.62E-01
WNT5B	-0.9859077	3.62E-01
IGSF8	-0.3592093	3.62E-01
EPHA7	-0.9180766	3.62E-01
RUFY1	-0.7455165	3.62E-01
HSD17B12	1.1965002	3.62E-01
LOC101927967	1.2404895	3.62E-01
IL11RA	-0.4711212	3.62E-01
GABRP	-1.6350703	3.62E-01
LOC100506142	-0.9438895	3.62E-01
IKZF4	0.2461217	3.62E-01
DLAT	0.3951964	3.62E-01
TBC1D7	0.4036081	3.62E-01
CA8	-1.2498337	3.62E-01
UBE2W	0.3808081	3.62E-01
C10orf12	-0.5607433	3.62E-01
TNIP1	-0.4897305	3.62E-01
ATMIN	-0.2179419	3.62E-01
LOC101928424	0.5039664	3.62E-01
ZAR1	-0.3930036	3.62E-01
OR2C1	-0.7020433	3.62E-01
EBAG9	-0.2888355	3.62E-01
ZMYM5	-0.1974975	3.62E-01
GLB1L3	1.6439783	3.62E-01
CPT1A	-0.5511369	3.62E-01
IFNA13///IFNA1	-0.7009647	3.62E-01
IL37	-0.6641249	3.62E-01
TLX2	-0.6495185	3.62E-01
CLEC4G	-0.8399462	3.62E-01
CCDC91	-0.3522531	3.62E-01
DPY19L2	0.6505751	3.62E-01
COPB1	-0.4030973	3.62E-01
NACAD	-0.6904842	3.62E-01
MAPT	0.7544962	3.63E-01
POMGNT1	-0.3199712	3.63E-01
ARNTL	-0.3723678	3.63E-01
TARBP1	0.2875166	3.63E-01
LOC100996724	-0.3805297	3.63E-01
LINC00472	-0.5584974	3.63E-01
TNFSF8	-0.8893128	3.63E-01
GAS5	0.3617706	3.63E-01
OR2F1	-0.6905481	3.63E-01
MTCL1	0.4294862	3.63E-01
LOC101927467	-0.4276192	3.63E-01
PCSK2	-1.1312265	3.63E-01
C17orf89	-0.559836	3.63E-01
LOC100506504	0.302852	3.63E-01
FBXO24	0.7362414	3.64E-01
NEGR1	-1.3590059	3.64E-01
DHX40	0.1839597	3.64E-01
ZFP36	-0.459536	3.64E-01
RHO	-0.5991963	3.64E-01
STUM	-0.9917222	3.64E-01
LOC101928907	-1.0674239	3.64E-01
PUS3	-0.2115373	3.64E-01
SLC7A6OS	-0.1921392	3.64E-01
PIK3IP1	-0.4260361	3.64E-01
SDC3	0.3624765	3.65E-01
PTGES3L-AARSD1///PTGES3L///AARSD1	0.2230607	3.65E-01
TMEM163	-0.7925234	3.65E-01
HTR1A	-0.6499072	3.65E-01
ANO4	-0.8708512	3.65E-01
FABP2	-1.1294479	3.65E-01
NR0B1	-1.3300347	3.65E-01
C1orf21	-0.4274505	3.65E-01
SAMMSON	-1.1195604	3.65E-01
KRT31	-0.8948705	3.65E-01
LINC00452	-0.4513902	3.65E-01
LOC102725207///LOC100996760///ANXA8L1///ANXA8	-0.5311559	3.65E-01
HTR7	-0.6333829	3.65E-01
GUCY2F	-0.8290495	3.65E-01
GDF15	0.6696965	3.65E-01
SFXN4	0.3362868	3.65E-01
HSPB6	-0.3484337	3.65E-01
BEAN1	0.7492601	3.65E-01
RALGPS2	-0.5323115	3.65E-01
PTPRA	0.2744807	3.65E-01
LINC00473	-0.7127816	3.65E-01
SERPINB6	-1.1217833	3.65E-01
XG	0.95185	3.65E-01
LOC101930657	-0.3301175	3.66E-01
CALR	-0.2366502	3.66E-01
INSL5	-0.7098924	3.66E-01
FGFR3	-0.6483249	3.66E-01
PTPN13	-0.5466891	3.66E-01
LANCL2	0.4310107	3.66E-01
NIPAL4	0.6140451	3.66E-01
PSPH	0.4553783	3.66E-01
LYPLA2	-0.3831369	3.66E-01
LOC100132735	-0.9881657	3.66E-01
CNST	-0.1874133	3.66E-01
GALNT8	-0.3822656	3.66E-01
MSRB1	0.4997384	3.66E-01
SEC14L1P1	-0.2297759	3.66E-01
TBL1Y	-0.7889709	3.66E-01
SLC35C1	-0.2936434	3.66E-01
LINC01554	-0.5632149	3.66E-01
HOXA2	0.9436843	3.66E-01
LYZ	-0.3544645	3.66E-01
LOC729224	-0.7261174	3.66E-01
LETM1	-0.2716802	3.66E-01
CSH1	-0.510859	3.67E-01
ERVMER34-1	0.9663417	3.67E-01
ARHGAP25	-0.5582613	3.67E-01
IFFO1	0.3522497	3.67E-01
CAAP1	-0.2718103	3.67E-01
ZNF665	-0.295882	3.67E-01
EVI2B	-0.568843	3.67E-01
PMS2P9///PMS2P5	-0.2059734	3.67E-01
USP10	0.2399403	3.67E-01
MEX3C	-0.7328942	3.67E-01
LINC00877	-0.8094077	3.67E-01
SOWAHC	0.3118075	3.67E-01
RCL1	-0.2120412	3.67E-01
LOC101927787	-0.6040901	3.67E-01
GRHL2	-0.2579153	3.67E-01
LOC440862///ATP6V1E2	-0.3623527	3.67E-01
NIPSNAP1	-0.3223343	3.67E-01
REXO2	-0.3555748	3.67E-01
LOC101928230	-0.335301	3.67E-01
NSFL1C	0.3530008	3.67E-01
ROBO2	0.9299423	3.67E-01
LINC01153	-0.8476926	3.67E-01
CNTNAP5	-0.6815727	3.67E-01
EDA2R	-0.8386029	3.67E-01
ZNF780A	0.3813589	3.67E-01
TBC1D27	-0.6832347	3.67E-01
MCHR2	-0.8487531	3.67E-01
PIGW	0.4443414	3.67E-01
ASB11	-0.8217418	3.67E-01
ASIC5	-0.9962703	3.67E-01
SPIN1	0.2530292	3.67E-01
CBX4	0.2782503	3.67E-01
ZNF300	-0.4141061	3.68E-01
GREB1	-0.7639065	3.68E-01
HOXD10	0.8206149	3.68E-01
RNF103-CHMP3///CHMP3///RNF103	-0.2176891	3.68E-01
HMHB1	-0.4968925	3.68E-01
EIF4ENIF1	-0.8308181	3.68E-01
TSNAX	0.2070667	3.68E-01
DPH5	-0.1975714	3.68E-01
HYOU1	-0.4142544	3.68E-01
GABRA3	-1.0947058	3.68E-01
VCY1B///VCY	-0.5573703	3.68E-01
PALMD	0.4619626	3.68E-01
RPRD2	0.2686571	3.68E-01
CARD11	0.8914069	3.68E-01
CDC42	0.4298515	3.68E-01
HRAT13	0.9464024	3.68E-01
ACSM5	-0.3761798	3.68E-01
CSF3R	-0.6709811	3.68E-01
CLEC1B	-0.6474318	3.68E-01
HTR7P1	0.286615	3.68E-01
MUC3B	1.1115577	3.68E-01
MUC19	-0.968228	3.68E-01
ZFAND5	-0.3056934	3.68E-01
RP9	0.2410077	3.68E-01
CYP2W1	-0.5952014	3.68E-01
ZNF408	0.6034442	3.68E-01
PON3	-0.9716786	3.68E-01
CARD10	-0.708024	3.68E-01
GRB10	0.2942283	3.68E-01
FUT6	0.9756981	3.68E-01
UFC1	-0.2130022	3.68E-01
DPP10-AS3	-0.6061543	3.68E-01
PLCD3	0.7158806	3.69E-01
RASA3	0.3070601	3.69E-01
ARRDC1	-0.2852597	3.69E-01
RMND1	0.3037908	3.69E-01
LOC100129406	0.4219934	3.69E-01
CEACAM1	0.405371	3.69E-01
QPRT	0.6274709	3.69E-01
E2F5	0.888825	3.69E-01
NDUFAF1	-0.3298505	3.69E-01
PDPR	-0.3222035	3.69E-01
RGL3///EPOR	-0.5231862	3.69E-01
ATRIP///TREX1	-0.1970712	3.69E-01
TIMM22	-0.3520782	3.69E-01
LOC101930243///LOC101929865	-0.4525059	3.69E-01
CABP7	0.5897173	3.69E-01
RBBP9	0.7668366	3.69E-01
LOC101243545///SNORD4A	-0.1996927	3.69E-01
C18orf54	0.4224375	3.69E-01
C17orf82	0.6606506	3.69E-01
LOC100509646///PRY2///PRY	-0.7139459	3.69E-01
SCGB2A2	-0.9703616	3.70E-01
TYSND1	-0.4783214	3.70E-01
LDLRAD4-AS1	-0.6623486	3.70E-01
GTF2IP4///GTF2IP1///GTF2I	-0.1653034	3.70E-01
RSPH10B2///RSPH10B	-0.8410982	3.70E-01
LOC101929759	-0.4476861	3.70E-01
RHOB	-0.6382949	3.70E-01
GRIK1	-0.7982751	3.70E-01
RAPGEF4-AS1	-0.3889175	3.70E-01
SCN8A	0.9860117	3.70E-01
GALNT5	-0.9932235	3.70E-01
PODN	0.4178224	3.70E-01
LOC101060019	-0.777717	3.70E-01
SPG21	0.2294369	3.70E-01
ASMTL	-0.3177384	3.70E-01
SPOCK3	-1.2907534	3.70E-01
LOC100506272	0.9227139	3.70E-01
ACPP	-0.5003794	3.71E-01
CRABP1	-0.8038705	3.71E-01
ZNF627	-0.7194731	3.71E-01
PDE6H	0.7177893	3.71E-01
ZNF484	0.6305969	3.71E-01
CAPNS2	-0.7951214	3.71E-01
IDO1	0.9303569	3.71E-01
PRSS22	-0.2866823	3.71E-01
DENND1C	-0.5112733	3.71E-01
LOC101929953///LRRC37A5P	-0.9835792	3.71E-01
MILR1	0.3335595	3.71E-01
SLC17A8	-1.0221802	3.71E-01
HLA-DOB	-0.9593314	3.71E-01
PLA2G4F	-0.5046372	3.71E-01
ZPLD1	0.9762884	3.71E-01
PITX2	0.9537549	3.71E-01
CAV3	-0.8936351	3.71E-01
TYRP1	1.1057353	3.71E-01
ZMYND19	0.2844323	3.71E-01
ZNF766	0.2450414	3.71E-01
KRBA1	-0.4216668	3.71E-01
CHN2	-0.5672784	3.71E-01
SMUG1	-0.3995532	3.71E-01
SOX1	0.9052084	3.71E-01
ODF1	-0.5264788	3.71E-01
ACSBG1	0.8352779	3.71E-01
ENTPD1-AS1	0.233227	3.72E-01
FAM19A2	-0.9595793	3.72E-01
MDGA1	-0.6148137	3.72E-01
C2orf69	0.1952864	3.72E-01
DMGDH	-0.7554779	3.72E-01
UTRN	-0.2786183	3.72E-01
KRBOX1	-0.4958736	3.72E-01
NAPB	0.3537261	3.72E-01
TMEM115	-0.255234	3.72E-01
CDH10	-0.5326105	3.72E-01
HS3ST4	-1.0046147	3.72E-01
C9orf62	-1.2040136	3.72E-01
CACNA2D3	-0.6542014	3.73E-01
WDR5B	0.2184669	3.73E-01
ASB5	0.8286546	3.73E-01
BLM	0.4056869	3.73E-01
GPR171	-0.58498	3.73E-01
NEURL4	0.5924355	3.73E-01
CFAP43	0.914643	3.73E-01
FAS	0.4370455	3.73E-01
DLL1	-0.6662407	3.73E-01
TSPO2	-0.6153793	3.73E-01
SNHG1///SNORD22///SNORD25///SNORD26///SNORD27///SNORD28///SNORD30///SNORD31///SNORD29	0.2217616	3.73E-01
LOC101929261	-0.8384754	3.73E-01
OR51I1	-0.9184045	3.73E-01
LOC93622	-0.2542723	3.73E-01
DUSP23	0.3400756	3.73E-01
NEU3	-0.8440547	3.73E-01
LINC00960	0.6001356	3.73E-01
LOC101927933///LRRC8C	-0.4890914	3.73E-01
RD3	-0.7428336	3.73E-01
CABP1	-0.5850566	3.73E-01
EIF4A2	-0.317895	3.73E-01
CHST3	-0.4490611	3.73E-01
PKLR	-0.8579858	3.73E-01
CD180	-0.7051764	3.73E-01
LOC100506127	0.8932375	3.73E-01
F8A3///F8A2///F8A1	0.2138566	3.73E-01
SNHG9///SNORA78	-0.5497552	3.73E-01
UNC119	0.4948388	3.73E-01
NAA40	0.2443308	3.73E-01
PKD1L1	-0.6984476	3.74E-01
DNAJC30	-0.2659935	3.74E-01
WNT7A	-0.7706663	3.74E-01
GPR83	0.6329113	3.74E-01
OR51B5	-0.419477	3.74E-01
SHISA8	-0.7168758	3.74E-01
LILRB5	-0.4498646	3.74E-01
CCNJL	-0.8272404	3.74E-01
TNPO3	0.3392502	3.74E-01
ADIRF	-0.7212658	3.74E-01
SLC30A7	-0.2163463	3.75E-01
MICB	0.4917752	3.75E-01
HIST1H4D	0.4449644	3.75E-01
SNX29P2	-0.4870457	3.75E-01
SHPK	-0.3355314	3.75E-01
CRYAA	-0.7241001	3.75E-01
NT5C1B-RDH14///NT5C1B	-1.0192672	3.75E-01
CFB	-0.581441	3.75E-01
LOC284933	-0.8967876	3.75E-01
MTMR4	-0.2797171	3.75E-01
DNAAF3	0.8367327	3.75E-01
DIAPH2	-0.2915158	3.75E-01
MPST	-0.3221388	3.75E-01
MGC12916	-0.7573085	3.75E-01
ADAMTS10	-0.8646901	3.75E-01
DCUN1D2	0.3064057	3.75E-01
BOK	0.4917221	3.75E-01
PSMD6-AS2	-0.3081409	3.75E-01
WDR87	-0.4779654	3.75E-01
NDST2	0.2085929	3.75E-01
SLC30A6	-0.3869838	3.75E-01
PCDHGA4	0.6408559	3.75E-01
PRX	-0.5039621	3.76E-01
WDR88	-0.6307536	3.76E-01
SIX5	-0.583618	3.76E-01
POLD2	0.3176702	3.76E-01
PRRX2-AS1	-0.4738503	3.76E-01
LOC100510710///GBAP1	0.684907	3.76E-01
CORO2A	-0.6385781	3.76E-01
SLC44A3	-0.4789055	3.76E-01
HSPB11	-0.2329887	3.76E-01
LOC105375483	-0.555133	3.76E-01
PRKAR1AP1	0.9082552	3.76E-01
GTF2H1	0.3555627	3.76E-01
LINC01241	-1.0977562	3.76E-01
YPEL3	-0.3705245	3.76E-01
ADD2	0.6215679	3.76E-01
VKORC1L1	0.3554685	3.76E-01
FBN3	-0.7024803	3.76E-01
WDR17	-0.5705532	3.77E-01
SERPINA5	-1.38457	3.77E-01
EDARADD	-0.90506	3.77E-01
SI	-2.3868232	3.77E-01
ERO1A	0.471244	3.77E-01
ZNF446	-0.2615988	3.77E-01
APOBEC3G	0.6053634	3.77E-01
SP8	1.2769483	3.77E-01
NSL1	-0.2376104	3.77E-01
RTCA	-0.2639598	3.77E-01
PLAUR	0.6009925	3.77E-01
RFT1	-0.6347402	3.77E-01
NCDN	0.4439413	3.77E-01
UNC45A	0.2534747	3.77E-01
ELP3	0.2100804	3.77E-01
CHD6	0.9045214	3.77E-01
S1PR3	0.5232347	3.78E-01
OSTCP1	-0.8542321	3.78E-01
PRDM10	0.6528365	3.78E-01
KIAA1549///BRAF	-0.2857496	3.78E-01
LSM10	0.2322165	3.78E-01
OAS1	-0.6096001	3.78E-01
NDUFB7	-0.3262412	3.78E-01
RBMXL2	0.8145737	3.78E-01
CHRNB2	-0.2739854	3.78E-01
LIX1L	0.3282205	3.78E-01
CPN2	-0.9996666	3.78E-01
LOC101927086	-0.6481425	3.78E-01
CHST11	0.3166474	3.78E-01
PPM1H	-0.3551825	3.78E-01
SLC2A5	-0.4532651	3.78E-01
ZDHHC4	-0.5548387	3.78E-01
SLC25A13	-0.2341827	3.78E-01
LINC01341	0.5159505	3.78E-01
VAPB	0.4579786	3.78E-01
DSERG1	-0.2965322	3.78E-01
TMEM207	-0.7620728	3.78E-01
PEX16	-0.2176696	3.78E-01
BCOR	0.3794875	3.78E-01
MATN4	-0.4010674	3.79E-01
PRR15	-0.7890927	3.79E-01
SOX10	-0.8792491	3.79E-01
SRI	0.3275688	3.79E-01
INO80	-0.1971238	3.79E-01
MTNR1A	-0.7685168	3.79E-01
LOC284669	-0.8633847	3.79E-01
PRH1-PRR4///PRH2///PRH1	-0.2830511	3.79E-01
CDC42SE1	0.2144465	3.79E-01
S100B	-1.223959	3.79E-01
LOC100507006	-0.6733317	3.79E-01
UBE2L3	-0.3024231	3.79E-01
CTNNBIP1	-0.2973846	3.79E-01
ZMIZ2	0.2545898	3.79E-01
YJEFN3	-0.8269744	3.79E-01
SLA2	-0.4664501	3.79E-01
ADPRHL1	-0.7238345	3.79E-01
UTS2	0.8826356	3.79E-01
TBCC	0.1987455	3.79E-01
LYZL6	-0.3312243	3.79E-01
PVALB	-1.0085707	3.79E-01
NXF1	-0.1923746	3.79E-01
PDSS2	-0.3073383	3.79E-01
TWIST2	0.5117487	3.79E-01
ASXL1	0.3373537	3.79E-01
SLC7A1	0.5138756	3.79E-01
UBE2R2	0.2685525	3.79E-01
CLCN7	0.5004326	3.79E-01
MAOB	-0.8923336	3.80E-01
PLD4	0.7195232	3.80E-01
NOC4L	0.7114811	3.80E-01
ZNF29P	-0.5683735	3.80E-01
HECA	-0.2646358	3.80E-01
RAB9A	-0.2037009	3.80E-01
DNAJC5	-0.2632947	3.80E-01
MUC4	-0.843387	3.80E-01
UGP2	-0.2218934	3.80E-01
MAG	-0.7911789	3.80E-01
SQRDL	-0.2818653	3.80E-01
HAX1	-0.2650582	3.80E-01
DDX17	-0.158356	3.80E-01
AGAP2-AS1	0.6905705	3.80E-01
ATXN2L	0.7002519	3.80E-01
PRKCE	0.8711563	3.80E-01
ABCD1	-0.3064684	3.80E-01
DNA2	0.3384063	3.80E-01
TP53I3	0.442804	3.81E-01
LOC101929572///POTEH-AS1///LOC100508046	-0.8733238	3.81E-01
ARF1	-0.2724304	3.81E-01
LOC101927705///P4HA2	0.243331	3.81E-01
LOC101929413	-0.8039257	3.81E-01
RHBDD2	0.2229618	3.81E-01
BORCS7	-0.2534986	3.81E-01
SPATA19	-0.7929837	3.81E-01
CDKL1	0.7427358	3.81E-01
ZNF783///LOC155060	0.4771375	3.81E-01
CD72	0.5369953	3.81E-01
PAPLN	0.4932171	3.81E-01
