Label	logFC	FDR
 PDGFD 	-0.38957229	1.29E-01
 ABHD3 	0.30429329	1.29E-01
 PKMYT1 	0.24795413	1.29E-01
 OXR1 	0.31848149	1.29E-01
 CIDEC 	-0.46365396	1.30E-01
 INPP5E 	0.23163538	1.30E-01
 NSUN5P2 	-0.33958578	1.30E-01
 EHF 	0.44197173	1.30E-01
 S100A13 	0.3112814	1.30E-01
 SMAD6 	0.2073814	1.30E-01
 KLF4 	-0.41030571	1.30E-01
 SERF1A 	-0.40268005	1.30E-01
 ADAM8 	0.22944242	1.30E-01
 MAPK10 	-0.39129422	1.30E-01
 ITGB6 	0.41567751	1.30E-01
 ATP6V1H 	0.26616327	1.30E-01
 EHD2 	0.29680076	1.30E-01
 GABPB2 	0.30516216	1.30E-01
 EFCAB1 	-0.22295449	1.30E-01
 CCL22 	0.26219313	1.30E-01
 RAP2B 	0.26242169	1.31E-01
 RGS3 	0.22795293	1.31E-01
 SLC7A13 	-0.16783566	1.31E-01
 ANKS1B 	-0.33278124	1.31E-01
 GPR157 	0.26360609	1.31E-01
 EXPH5 	0.33328973	1.31E-01
 TNFRSF21 	0.26285929	1.31E-01
 FCRL2 	-0.29907729	1.31E-01
 PYHIN1 	0.29649278	1.31E-01
 FAM120C 	0.2757822	1.31E-01
 FLJ37543 	-0.25083553	1.31E-01
 KRTAP5-3 	-0.23824616	1.31E-01
 ID4 	-0.33625604	1.31E-01
 TES 	0.34530173	1.31E-01
 IFRD2 	-0.23960733	1.31E-01
 C19orf24 	0.22808562	1.31E-01
 ZNF702P 	0.37541864	1.31E-01
 ZNF589 	0.27139256	1.31E-01
 HSBP1 	0.34062936	1.32E-01
 ZNF252 	0.28572049	1.32E-01
 FBXO33 	0.24738262	1.32E-01
 OR2H1 	-0.31386404	1.32E-01
 VPS28 	0.24292104	1.32E-01
 KLRC1 	-0.2648874	1.32E-01
 SNX15 	0.23941911	1.32E-01
 DYRK1A 	0.2780906	1.33E-01
 MAGI3 	-0.30315678	1.33E-01
 C11orf16 	-0.2710538	1.33E-01
 SIKE1 	0.2864188	1.33E-01
 PHF15 	0.23594024	1.33E-01
 C1orf106 	0.27597578	1.33E-01
 PGM5 	-0.56055224	1.33E-01
 ZNF165 	0.29591671	1.34E-01
 TMEM55A 	0.35234973	1.34E-01
 GPR52 	0.28807029	1.34E-01
 COQ3 	0.30294929	1.34E-01
 C1orf104 	-0.31767111	1.34E-01
 MED13L 	0.26399151	1.34E-01
 UGCG 	0.37511209	1.34E-01
 PANK4 	0.24316738	1.34E-01
 C10orf118 	0.36319598	1.34E-01
 TPSG1 	-0.25119093	1.34E-01
 GLIS1 	-0.28588522	1.34E-01
 REG1B 	1.05825053	1.34E-01
 NAB2 	0.2612132	1.35E-01
 RDX 	0.39109464	1.35E-01
 LEAP2 	-0.29183316	1.35E-01
 GJC3 	-0.3058478	1.35E-01
 ZNF582 	-0.26449258	1.35E-01
 SCAPER 	0.2897522	1.35E-01
 NCAM2 	0.38330587	1.35E-01
 C2CD2 	0.30864142	1.35E-01
 SCN8A 	0.25757264	1.35E-01
 FABP3 	-0.37277156	1.35E-01
 WIPF3 	0.25564407	1.35E-01
 FAM53B 	0.24819371	1.35E-01
 C15orf2 	-0.29205993	1.35E-01
 ANGPTL6 	-0.24408844	1.35E-01
 PIK3CG 	0.31625753	1.35E-01
 PDGFRA 	0.31097573	1.36E-01
 MAFK 	0.2256634	1.36E-01
 APOL5 	0.30863422	1.36E-01
 WWP1 	0.30700013	1.36E-01
 IL1F9 	-0.2916666	1.36E-01
 C10orf32 	0.37206404	1.36E-01
 MAP3K9 	0.24614367	1.36E-01
 KLF6 	0.29553224	1.36E-01
 PEX14 	0.21067536	1.36E-01
 ANAPC13 	0.37000076	1.37E-01
 APOC4 	-0.25085982	1.37E-01
 ST7 	0.26136144	1.37E-01
 CNKSR1 	0.27049513	1.37E-01
 SH2D3C 	0.25654111	1.37E-01
 BATF3 	0.2723438	1.37E-01
 SPTBN2 	0.21994891	1.37E-01
 FAM89B 	0.23928607	1.38E-01
 RFTN2 	0.40857442	1.38E-01
 EXOSC7 	0.2487228	1.38E-01
 ZNF707 	0.22733231	1.38E-01
 IRS1 	0.25881562	1.38E-01
 BAG2 	0.47523571	1.38E-01
 HIRIP3 	0.2496804	1.38E-01
 ANKRD36B 	0.4394304	1.38E-01
 KRT4 	0.353586	1.38E-01
 FIS1 	0.24380747	1.39E-01
 CLSTN2 	-0.28708367	1.39E-01
 ZNRF1 	0.21872122	1.39E-01
 INTS1 	0.21969251	1.39E-01
 PPM1H 	-0.26848487	1.39E-01
 MARCH2 	-0.24936833	1.39E-01
 GGCX 	0.25222556	1.39E-01
 TIMM9 	0.36351833	1.39E-01
 CPB1 	-0.37333153	1.39E-01
 FAM76A 	0.25859042	1.39E-01
 KLHL36 	0.27882213	1.39E-01
 ADCYAP1R1 	-0.28256356	1.39E-01
 CLIC4 	0.45283762	1.39E-01
 NMT2 	0.29911264	1.39E-01
 ENPP3 	-0.32501927	1.39E-01
 APIP 	0.43893569	1.39E-01
 MXRA8 	0.21692656	1.39E-01
 C20orf201 	-0.21687709	1.40E-01
 SNRK 	0.27048242	1.40E-01
 ZSCAN22 	0.23762824	1.40E-01
 CAMKK1 	0.27128667	1.40E-01
 YY2 	0.29638498	1.40E-01
 CCDC70 	-0.32396458	1.40E-01
 MOSPD3 	0.21130818	1.41E-01
 C16orf3 	0.29357256	1.41E-01
 DAK 	0.23919849	1.41E-01
 MBD4 	0.29502804	1.41E-01
 ANKRD49 	0.22294362	1.41E-01
 XDH 	0.36462678	1.41E-01
 KPNA2 	0.377785	1.41E-01
 MYL6B 	0.24910473	1.41E-01
 FAM192A 	0.25700264	1.42E-01
 RASD2 	0.3129724	1.42E-01
 ERP27 	-0.29888331	1.42E-01
 PER3 	-0.3592928	1.42E-01
 ZNF57 	-0.305976	1.42E-01
 SIGLEC12 	-0.22977736	1.42E-01
 WWP2 	0.27259816	1.42E-01
 POLRMT 	0.22012751	1.42E-01
 SLMAP 	0.35811676	1.42E-01
 ARHGAP24 	-0.31814349	1.42E-01
 MAGEB18 	-0.29169624	1.42E-01
 GPR160 	0.44384598	1.42E-01
 KIAA1409 	-0.23949258	1.42E-01
 SHB 	0.24441267	1.42E-01
 FGF2 	0.27816669	1.42E-01
 EIF2S2 	-0.34049034	1.42E-01
 ZNF552 	0.34322322	1.42E-01
 HSF2BP 	0.23478678	1.42E-01
 GSTA2 	-0.60700523	1.43E-01
 ZNF679 	-0.32073256	1.43E-01
 F3 	0.29066649	1.43E-01
 AGAP1 	0.23271187	1.43E-01
 RBM8A 	0.22065489	1.43E-01
 DQX1 	0.28513031	1.43E-01
 TMEM115 	0.20959118	1.43E-01
 SCGN 	-0.41363978	1.43E-01
 PCDHB3 	0.37218	1.43E-01
 MOGAT1 	-0.24702084	1.43E-01
 ZNF75A 	0.29642529	1.43E-01
 TRGV3 	0.30769131	1.43E-01
 RFPL1 	-0.21331934	1.43E-01
 PCDHB5 	0.35677709	1.43E-01
 SYF2 	0.28549238	1.44E-01
 STK24 	0.23216344	1.44E-01
 CNTD2 	0.22741102	1.44E-01
 ZNF385A 	0.23278538	1.44E-01
 DEPDC7 	0.28927996	1.44E-01
 RADIL 	-0.24020347	1.44E-01
 UBE2G1 	0.23518331	1.44E-01
 ANKRD13B 	0.22897787	1.44E-01
 PADI2 	0.24607273	1.45E-01
 HHIP 	-0.37792976	1.45E-01
 TMOD1 	-0.32930762	1.45E-01
 GLRX5 	0.22350178	1.45E-01
 ARHGAP25 	0.275734	1.45E-01
 SLA2 	0.3133576	1.45E-01
 EEF2K 	0.25955982	1.45E-01
 ZNF214 	0.29518322	1.45E-01
 IFI27L2 	0.34986602	1.45E-01
 LOC153684 	0.29721131	1.45E-01
 CD38 	0.29243309	1.45E-01
 TMEM183A 	0.30695113	1.45E-01
 ATP8B2 	0.32435849	1.45E-01
 PRKCZ 	0.27780231	1.45E-01
 BOLL 	-0.22834658	1.45E-01
 PTPRS 	-0.30524322	1.45E-01
 BTBD2 	0.28285622	1.46E-01
 MFSD10 	0.21954302	1.46E-01
 RHOJ 	0.41238464	1.46E-01
 TAF1C 	0.23198636	1.46E-01
 ZNF248 	0.3259828	1.46E-01
 C6orf35 	-0.3548402	1.46E-01
 OAZ1 	0.34638718	1.46E-01
 STK32B 	-0.28997056	1.46E-01
 FAM115A 	0.3165288	1.46E-01
 HIBCH 	0.31863742	1.46E-01
 DDHD2 	0.31389067	1.46E-01
 TTC33 	0.32384471	1.46E-01
 TRPM4 	0.24878569	1.46E-01
 CD1D 	0.24499238	1.46E-01
 EPM2A 	-0.35378929	1.46E-01
 PPP1R3D 	0.2386718	1.46E-01
 C15orf5 	0.32660968	1.46E-01
 TM7SF2 	-0.26541487	1.46E-01
 IL20RB 	0.3469425	1.46E-01
 MYO18A 	0.22239504	1.46E-01
 ALG12 	0.24012351	1.47E-01
 RPS23 	0.29311289	1.47E-01
 MTHFS 	0.3139282	1.47E-01
 FBF1 	0.21465489	1.47E-01
 ZNF226 	0.27339051	1.47E-01
 CACNA2D3 	-0.3030638	1.47E-01
 SLC24A2 	0.28063551	1.47E-01
 INTS12 	0.32587198	1.47E-01
 OMD 	0.62899484	1.47E-01
 OR13D1 	-0.22380659	1.47E-01
 ZBTB10 	0.26052929	1.47E-01
 SBF1 	0.22293247	1.47E-01
 OR52B6 	-0.23605111	1.47E-01
 SERPINA6 	0.28424269	1.48E-01
 EP400NL 	0.24547369	1.48E-01
 OR10G7 	0.3506626	1.48E-01
 CSNK1A1L 	-0.26056171	1.48E-01
 SRPK2 	0.27404533	1.48E-01
 ANKZF1 	0.2066542	1.48E-01
 AMDHD1 	0.23414038	1.48E-01
 EPB41L3 	0.30411096	1.48E-01
 CEP63 	0.30502129	1.48E-01
 ZNF563 	0.25237422	1.48E-01
 CDT1 	0.23290867	1.48E-01
 AKAP10 	0.29630778	1.49E-01
 BAIAP2L1 	0.33754509	1.49E-01
 NKIRAS1 	0.30745509	1.49E-01
 TCIRG1 	0.21288093	1.49E-01
 TMEM86B 	-0.245635	1.49E-01
 MTMR3 	0.2579146	1.50E-01
 A4GALT 	0.2493516	1.50E-01
 ARHGAP9 	0.24876558	1.50E-01
 OR1L1 	0.1619581	1.50E-01
 SLC30A1 	0.2648304	1.50E-01
 TKTL1 	0.27800633	1.50E-01
 RNF186 	0.30148691	1.50E-01
 PNLDC1 	-0.25269571	1.50E-01
 CRCT1 	0.31803404	1.50E-01
 MRPL35 	0.29258333	1.50E-01
 GAS6 	0.31342689	1.50E-01
 PSRC1 	0.2420484	1.51E-01
 EVI2B 	0.42328707	1.51E-01
 LOC100130691 	0.25881256	1.51E-01
 OGG1 	0.21830687	1.51E-01
 VPS37A 	0.27092096	1.51E-01
 DNM2 	0.27462822	1.51E-01
 NTN4 	-0.37593844	1.51E-01
 ITPKC 	0.25439131	1.51E-01
 PPP1R3B 	0.2324764	1.51E-01
 ZCCHC10 	0.26600873	1.51E-01
 BCL9 	0.20767049	1.52E-01
 ERCC2 	0.24065047	1.52E-01
 FRMD8 	0.23819369	1.52E-01
 TYRO3 	0.26846329	1.52E-01
 C12orf35 	0.35279364	1.52E-01
 C15orf48 	0.38293493	1.52E-01
 SGCD 	0.33757958	1.52E-01
 MDP1 	0.28942809	1.52E-01
 BTN2A3 	0.26753469	1.52E-01
 HSPB7 	-0.42178133	1.52E-01
 GGTLC1 	-0.256045	1.52E-01
 KLHL14 	-0.30050598	1.52E-01
 DAPK3 	0.22765884	1.52E-01
 NUP54 	0.31769064	1.52E-01
 BRD3 	0.21335127	1.52E-01
 NDUFA1 	0.32389378	1.52E-01
 C21orf96 	0.27737264	1.53E-01
 C6orf58 	-0.9738346	1.53E-01
 CNDP2 	0.29971827	1.53E-01
 NCOR2 	0.21886829	1.53E-01
 C11orf2 	0.26483282	1.53E-01
 KDM4C 	0.28941524	1.53E-01
 SLBP 	0.22840924	1.53E-01
 PTPN14 	0.27902511	1.53E-01
 CPNE4 	-0.26476791	1.53E-01
 LIMK2 	0.22302618	1.53E-01
 SPPL2B 	0.24112084	1.53E-01
 SLC7A10 	-0.2520132	1.53E-01
 CDKL1 	0.2498168	1.54E-01
 CADM3 	-0.2899644	1.54E-01
 DENND1B 	0.25817296	1.54E-01
 OR10S1 	0.30763791	1.54E-01
 THAP6 	0.29592351	1.55E-01
 CARKD 	0.24348416	1.55E-01
 AKIRIN1 	0.22539833	1.55E-01
 UBE2D3 	0.22640733	1.55E-01
 PLA2G12A 	-0.2459552	1.55E-01
 BFSP1 	0.27028427	1.55E-01
 ZNF799 	0.17768446	1.55E-01
 MS4A2 	-0.40599	1.55E-01
 FAM36A 	0.31985858	1.55E-01
 DAPK1 	0.27848716	1.55E-01
 FITM2 	0.27638311	1.55E-01
 BEX2 	-0.2677274	1.55E-01
 KIF21B 	0.23990471	1.56E-01
 NBPF4 	0.32599436	1.56E-01
 PSKH1 	0.25771896	1.56E-01
 TOM1L2 	-0.37788604	1.56E-01
 MAP4K2 	0.20172838	1.56E-01
 DHFRL1 	0.24817471	1.56E-01
 C8orf68 	-0.30019327	1.56E-01
 ZBTB7A 	0.21412736	1.56E-01
 SEPW1 	0.26803947	1.56E-01
 GPR15 	-0.33326689	1.56E-01
 CLK1 	0.34440164	1.57E-01
 MRI1 	0.20110376	1.57E-01
 RAB40B 	0.24114524	1.57E-01
 TBC1D22A 	0.24105753	1.57E-01
 C1orf88 	-0.31752224	1.57E-01
 TMED4 	0.27409471	1.57E-01
 TSPAN4 	0.25357844	1.57E-01
 RAB40C 	0.2608574	1.57E-01
 ITGAM 	0.27044216	1.57E-01
 MRFAP1 	0.23427209	1.57E-01
 GIMAP4 	0.30504042	1.58E-01
 STAG3L4 	0.3730864	1.58E-01
 EMP3 	0.35747898	1.58E-01
 UNC93A 	0.27169716	1.58E-01
 ACY1 	0.27781478	1.58E-01
 AFM 	-0.21877316	1.58E-01
 ALPL 	0.27637851	1.58E-01
 KLHL25 	0.27016764	1.58E-01
 SYNE1 	-0.29842967	1.59E-01
 STX18 	0.2433854	1.59E-01
 ABCA8 	-0.49306911	1.59E-01
 VASP 	0.23952693	1.59E-01
 ZNF467 	-0.24032362	1.59E-01
 ALDH16A1 	0.20167031	1.59E-01
 ZNF14 	0.31084533	1.59E-01
 RPL11 	0.35752793	1.59E-01
 KLHDC1 	-0.39678676	1.60E-01
 USP46 	0.27395587	1.60E-01
 C14orf48 	-0.24276167	1.60E-01
 MRPS18A 	0.26796971	1.60E-01
 GPR124 	0.24898582	1.60E-01
 IRX2 	-0.21257293	1.60E-01
 FSCN2 	-0.23347707	1.60E-01
 MCF2L 	0.22051596	1.60E-01
 ACVR2B 	0.21312487	1.60E-01
 RAB26 	-0.217823	1.60E-01
 BAP1 	0.23539156	1.60E-01
 SCD5 	-0.25385504	1.60E-01
 TMEM159 	0.30856816	1.60E-01
 CLPP 	0.24463707	1.61E-01
 SEMA3A 	0.45066496	1.61E-01
 RABEP2 	0.21858131	1.61E-01
 ANKRD45 	0.27114724	1.61E-01
 IGSF9 	-0.22083071	1.61E-01
 YPEL4 	-0.29028493	1.61E-01
 TRAJ17 	0.26461176	1.61E-01
 KLK14 	-0.22726747	1.61E-01
 SNRNP27 	0.27445402	1.61E-01
 PLSCR4 	0.34021902	1.61E-01
 MGC24103 	0.36454656	1.61E-01
 PTGER3 	-0.31081313	1.61E-01
 NPBWR1 	-0.35373371	1.61E-01
 TAF9B 	0.26250282	1.61E-01
 PBXIP1 	-0.24209071	1.61E-01
 DCTN1 	0.24377364	1.61E-01
 ZNF607 	0.28431107	1.61E-01
 HDAC11 	0.27236273	1.61E-01
 GLRA1 	-0.25122087	1.61E-01
 FMN2 	-0.28604744	1.61E-01
 ATPIF1 	0.24967833	1.62E-01
 HECA 	0.23432224	1.62E-01
 C7orf64 	0.26082282	1.62E-01
 NCRNA00051 	-0.260759	1.62E-01
 SLC2A13 	0.2575588	1.62E-01
 CCDC90B 	0.27056744	1.62E-01
 DOLPP1 	0.24287307	1.63E-01
 HOXA2 	0.34260009	1.63E-01
 PDE3A 	0.45200253	1.63E-01
 GNG11 	0.35315304	1.63E-01
 COQ10B 	0.31240076	1.63E-01
 ZNF536 	-0.25030909	1.63E-01
 MAF1 	0.20500311	1.64E-01
 DGKE 	0.26927933	1.64E-01
 MAP2 	0.25306067	1.64E-01
 DMRT3 	0.25547118	1.64E-01
 ARFRP1 	0.20836862	1.64E-01
 RNF182 	0.30381469	1.64E-01
 MLLT11 	0.40505653	1.64E-01
 ZNF236 	0.23395953	1.64E-01
 ZUFSP 	0.24196018	1.64E-01
 TCL1A 	-0.30034178	1.65E-01
 TNNT1 	0.25773064	1.65E-01
 C14orf50 	-0.30240851	1.65E-01
 ID3 	0.25160029	1.65E-01
 MED10 	0.262996	1.65E-01
 PPP1R12A 	0.36988002	1.65E-01
 PAPPA2 	-0.24398647	1.65E-01
 PEX19 	0.24756502	1.65E-01
 PITPNC1 	0.28750031	1.65E-01
 CYP4F22 	-0.26406733	1.65E-01
 YIPF1 	0.26014118	1.66E-01
 FLJ16124 	-0.30175967	1.66E-01
 CRMP1 	0.22123882	1.66E-01
 KCTD13 	0.2048522	1.66E-01
 ARHGAP44 	0.22971689	1.66E-01
 PHF2 	0.21295244	1.66E-01
 TCEA3 	-0.38816991	1.66E-01
 CD36 	-0.54725249	1.66E-01
 GPBP1L1 	0.25807431	1.66E-01
 LPIN2 	0.27401756	1.66E-01
 EXOSC6 	0.19810324	1.66E-01
 BCKDK 	0.22369582	1.66E-01
 LARP7 	0.31291989	1.66E-01
 POLE4 	0.28147798	1.66E-01
 MIXL1 	-0.22107867	1.66E-01
 TIGD7 	0.30100056	1.66E-01
 ZNF641 	0.22408978	1.66E-01
 ETV3 	0.24855273	1.67E-01
 RREB1 	0.2215082	1.67E-01
 DSTYK 	0.27040702	1.67E-01
 OR2G3 	-0.27103185	1.67E-01
 CR1 	0.29990627	1.67E-01
 MAP3K3 	0.23070342	1.67E-01
 MFNG 	0.25702716	1.67E-01
 WBP2 	0.27928576	1.67E-01
 ATP8A2 	-0.26708591	1.67E-01
 XPNPEP2 	0.34957093	1.67E-01
 EGLN2 	0.21655702	1.67E-01
 SIRT6 	0.20916024	1.67E-01
 CALD1 	0.44780282	1.67E-01
 DST 	0.33650913	1.68E-01
 PCLO 	-0.22791822	1.68E-01
 DCAF8 	0.26121587	1.68E-01
 HIST1H3E 	0.26519693	1.68E-01
 TJP2 	0.25711089	1.68E-01
 SLPI 	0.52701484	1.68E-01
 SCG5 	0.37386376	1.68E-01
 CD1A 	0.24750827	1.68E-01
 NCRNA00095 	0.26967002	1.68E-01
 SLC6A11 	-0.20751271	1.68E-01
 C22orf40 	0.22790682	1.68E-01
 PAK7 	-0.26593482	1.69E-01
 VPS29 	0.28626956	1.69E-01
 TBX21 	0.22574996	1.69E-01
 ARL9 	0.28177007	1.69E-01
 FAM175A 	0.33321236	1.69E-01
 LOC100130071 	-0.24270953	1.69E-01
 CNNM3 	0.22974002	1.69E-01
 C4orf22 	-0.19087973	1.69E-01
 HIST1H4I 	0.31347696	1.69E-01
 MME 	0.45970133	1.69E-01
 NBAS 	0.26025711	1.69E-01
 WASF1 	0.32120331	1.69E-01
 XRCC6BP1 	0.234502	1.69E-01
 XRCC3 	0.21896478	1.69E-01
 C12orf23 	0.32319002	1.69E-01
 LATS2 	0.23620591	1.69E-01
 IL17RD 	0.27997162	1.69E-01
 COL27A1 	0.20834818	1.70E-01
 VWC2 	-0.21628267	1.70E-01
 TAC1 	-0.33614871	1.70E-01
 SNAP47 	0.22876658	1.70E-01
 LRCH4 	0.20190911	1.70E-01
 CPLX4 	0.18515237	1.70E-01
 CLN5 	0.29113402	1.70E-01
 UBR3 	0.30532229	1.70E-01
 SUMF1 	0.21823062	1.70E-01
 FA2H 	-0.30482218	1.70E-01
 TMEM120B 	0.35710033	1.70E-01
 TSNAXIP1 	0.23576449	1.70E-01
 TCEAL8 	0.29959791	1.70E-01
 IL21R 	0.21862551	1.71E-01
 SSH3 	0.21158191	1.71E-01
 NFIB 	0.34011953	1.71E-01
 COL4A3BP 	0.25383962	1.71E-01
 MOP-1 	0.36989289	1.71E-01
 C1orf97 	0.28347727	1.71E-01
 INA 	-0.28204473	1.71E-01
 PET112L 	0.23878776	1.71E-01
 KIAA0232 	0.30220036	1.71E-01
 ALG10 	0.29580787	1.71E-01
 CD1E 	0.24152064	1.71E-01
 PDHX 	0.30747144	1.71E-01
 QKI 	0.31308651	1.72E-01
 OTP 	0.25651753	1.72E-01
 FGD3 	0.2211206	1.72E-01
 WT1 	0.27218291	1.72E-01
 OR51A7 	-0.21903122	1.72E-01
 DBH 	-0.2214298	1.72E-01
 GDF9 	-0.28441253	1.72E-01
 C4orf29 	0.24125338	1.72E-01
 TMEM20 	0.37330916	1.72E-01
 ZFP41 	0.24610531	1.72E-01
 NARFL 	0.23912131	1.73E-01
 DNAJB12 	0.21166864	1.73E-01
 CLIP1 	0.30925349	1.73E-01
 RIT1 	0.29350987	1.74E-01
 MCFD2 	0.25426949	1.74E-01
 NPAS3 	-0.27327378	1.74E-01
 CA4 	-0.24048936	1.74E-01
 FES 	0.21506802	1.74E-01
 OR52D1 	0.2601104	1.74E-01
 S100A7 	0.4879768	1.75E-01
 ZNF79 	0.22137431	1.75E-01
 NCRNA00173 	-0.30679242	1.75E-01
 ZNF619 	0.23472458	1.75E-01
 CRAMP1L 	0.2222102	1.75E-01
 LILRB2 	0.25064096	1.75E-01
 PHF10 	0.24825511	1.75E-01
 DYSF 	0.24159969	1.75E-01
 HCG4 	-0.24659669	1.75E-01
 CAPN6 	0.41262356	1.75E-01
 SH3RF2 	-0.29838773	1.75E-01
 LONRF1 	0.39152478	1.75E-01
 FADS3 	0.21180769	1.75E-01
 FBXW5 	0.21685696	1.75E-01
 KRT1 	0.29360478	1.76E-01
 OR7A17 	-0.30424016	1.76E-01
 ZXDC 	0.2058424	1.76E-01
 FUT2 	0.32794782	1.76E-01
 GRIN2D 	0.21491922	1.76E-01
 C16orf58 	0.21644056	1.76E-01
 HIST1H2BO 	0.28131116	1.76E-01
 C7orf50 	0.21054249	1.77E-01
 TMEM111 	0.24201011	1.77E-01
 CIITA 	0.23605724	1.77E-01
 GSG1 	-0.23490078	1.77E-01
 OR6B3 	-0.27288947	1.77E-01
 C1orf131 	0.26915527	1.77E-01
 CNTLN 	0.29514951	1.77E-01
 PROM1 	0.4651488	1.77E-01
 KIAA1274 	-0.22621078	1.78E-01
 C1orf21 	0.27801207	1.78E-01
 GJA4 	0.21883798	1.78E-01
 CRISP3 	0.32834511	1.78E-01
 RUFY2 	0.2692614	1.78E-01
 RPL13 	0.24594427	1.78E-01
 CRB3 	-0.22987418	1.78E-01
 MAP3K14 	0.22924924	1.78E-01
 MUT 	0.27408518	1.78E-01
 ETFB 	0.22919793	1.78E-01
 SPOPL 	0.29552047	1.78E-01
 SMAD4 	0.27249809	1.78E-01
 AKR1C1 	-0.66666424	1.78E-01
 MKRN1 	0.30197927	1.79E-01
 TNFSF12-TNFSF13 	0.26001958	1.79E-01
 FAM108A1 	-0.20460767	1.79E-01
 ATP7A 	0.32839193	1.79E-01
 LHCGR 	-0.26724211	1.79E-01
 ZNF133 	0.22343156	1.79E-01
 HOOK1 	0.33422584	1.79E-01
 PLCL2 	-0.29399333	1.79E-01
 ISL1 	-0.30645247	1.79E-01
 MDFI 	0.23024967	1.79E-01
 DOT1L 	0.21047529	1.79E-01
 HOPX 	0.23872687	1.79E-01
 SH3TC2 	0.24766842	1.79E-01
 LOXL3 	0.23716516	1.79E-01
 ALDH5A1 	0.22428247	1.79E-01
 FRMD4A 	0.23056647	1.80E-01
 RASSF3 	0.33197922	1.80E-01
 PDE6G 	0.23490424	1.80E-01
 TNNI3K 	-0.28853236	1.80E-01
 CFL2 	-0.37256229	1.80E-01
 NCRNA00152 	0.35302787	1.81E-01
 BBS1 	0.22820989	1.81E-01
 ARHGEF17 	0.24709611	1.81E-01
 ATRX 	0.27777018	1.81E-01
 AIM2 	0.34514027	1.81E-01
 MTHFR 	0.26013418	1.82E-01
 KCNH7 	-0.2633802	1.82E-01
 BBC3 	-0.21653109	1.82E-01
 CENPB 	0.20552998	1.82E-01
 OR1L8 	-0.33802771	1.82E-01
 KLF7 	0.28020316	1.82E-01
 KCNJ6 	-0.26719513	1.82E-01
 SLC46A1 	0.2571742	1.82E-01
 MYO10 	0.26300689	1.82E-01
 KAZ 	0.19020302	1.82E-01
 MFSD6 	0.24956396	1.82E-01
 ADCY9 	0.24851818	1.83E-01
 UBE4B 	0.25087744	1.83E-01
 OR5I1 	-0.22569536	1.83E-01
 CSRP2 	0.23431776	1.83E-01
 IRF1 	0.28804622	1.83E-01
 TEC 	0.27435858	1.83E-01
 MRAP2 	-0.33545247	1.83E-01
 RWDD3 	0.2717364	1.83E-01
 HYAL1 	-0.27055716	1.83E-01
 MAPKSP1 	0.28069162	1.83E-01
 C15orf27 	0.27086804	1.83E-01
 RELN 	-0.30018522	1.84E-01
 SSFA2 	0.30861913	1.84E-01
 PARD6B 	0.24824844	1.84E-01
 TM2D1 	0.21920384	1.84E-01
 USF2 	0.22156662	1.84E-01
 PHOSPHO2 	0.29927491	1.84E-01
 ADAMTS16 	0.27808682	1.85E-01
 ZSWIM3 	0.25916202	1.85E-01
 AGRP 	0.18907938	1.85E-01
 DERL3 	-0.26704509	1.85E-01
 PLCB4 	0.33795149	1.85E-01
 MAT2B 	0.26171976	1.85E-01
 RXRG 	-0.2833344	1.85E-01
 ST7L 	0.25734636	1.85E-01
 SERTAD2 	0.24672629	1.86E-01
 FAM193A 	0.23627476	1.86E-01
 BSDC1 	0.20069782	1.86E-01
 ZNF362 	0.2312028	1.86E-01
 NUDT4 	0.26185804	1.86E-01
 WNT7A 	-0.2362972	1.86E-01
 CACNA2D2 	-0.21526591	1.86E-01
 TMOD2 	0.30974011	1.86E-01
 FAM129A 	-0.36987318	1.86E-01
 CPSF3L 	0.21636418	1.86E-01
 FLJ46365 	0.28282893	1.86E-01
 ADAMTS5 	0.32174904	1.86E-01
 USP16 	0.28330709	1.86E-01
 FGD1 	0.21748927	1.86E-01
 LOC643008 	-0.28037122	1.86E-01
 MOBKL2A 	0.23464584	1.86E-01
 C10orf72 	0.33265949	1.87E-01
 TMEM110 	0.21537013	1.87E-01
 H3F3B 	0.281908	1.87E-01
 GPR62 	-0.21120044	1.87E-01
 DHX58 	0.22169958	1.87E-01
 CCDC3 	0.30909493	1.87E-01
 ABCC3 	0.31981311	1.87E-01
 ADAMTS1 	-0.44499289	1.87E-01
 TMBIM1 	0.28589984	1.87E-01
 RCAN3 	0.26684702	1.87E-01
 DENND2D 	0.28760073	1.87E-01
 SUSD3 	0.24294093	1.87E-01
 NKX6-1 	-0.23172393	1.87E-01
 GPR174 	0.39730976	1.87E-01
 TMEM70 	0.23824236	1.88E-01
 ALDOB 	-0.65720573	1.88E-01
 DMAP1 	0.23156216	1.88E-01
 NDUFV1 	0.2548358	1.88E-01
 CAT 	0.31465051	1.88E-01
 C8orf44 	0.25782456	1.88E-01
 GPR108 	0.25720789	1.88E-01
 KBTBD7 	0.26232536	1.88E-01
 MAT1A 	0.23657987	1.88E-01
 AHNAK2 	0.4923736	1.88E-01
 POLD4 	0.21330378	1.88E-01
 WDFY4 	0.23962291	1.89E-01
 LHFPL4 	0.21957738	1.89E-01
 CORO7 	0.19886089	1.89E-01
 SLC9A1 	-0.32728071	1.89E-01
 FBXL20 	0.22362502	1.89E-01
 TMEM161B 	-0.36006136	1.90E-01
 TSC22D4 	0.20800318	1.90E-01
 MUSTN1 	-0.30152104	1.90E-01
 INSIG2 	0.3263304	1.90E-01
